클레임유형,공장,생산법인,판매지역,수출국가,해외내수,등급,귀책구분,최종확정,차종,RO번호,차대번호,"원인부품
분류코드",부품번호,부품대분류,부품중분류,부품명,"직거래
/직개발",불량구분,"부품
대분류",부품계통,현상명(재분류),HKMC 현상,HKMC 현상명,HKMC 원인,HKMC 원인명,"파셜화
대상여부","Assy/
Partial",DTC 1번째,DTC 2번째,DTC 3번째,"생산
년월일",생산월,생산년,"판매
년월일",판매월,판매년,"선적
년월일",선적월,"정비등록
년월일",정비등록월,"정비확정
년월일",정비확정월,"데이터적재
년월일","데이터적재
년월",실적년,총주행거리(Km),"판매소요
일수","차량사용
일수","차량사용
기준개월","정비작업
코드",정비망코드,정비망,"해외딜러
코드",수리권역,수리지역,직/간접망구분,정비사업소명,"정비특이사항
코드","정비특이사항
제목명","품질특이사항
내용","품질특이사항
(번역)","클레임
발생구분","확정
부품금액","확정
부품금액",수리금액,외주금액,"차대번호
엔진코드","변속기
코드",엔진넘버,엔진명,엔진생산일,"트랜스미션
번호","개발업체
코드",납품업체,3M 100만,'12M 100만,36M 100만,이의제기,이의제기(기타),실적확정,신규RO조합,현대위아 현상,현대위아 현상명,현대위아 원인,현대위아 원인명,등록번호,접수자,"위아
처리구분","위아
진행단계",개선부문,경과일,의뢰일자,중복문제,재발여부,안전문제,심각도,협력사담당자
W:일반 클레임,서산1엔진,HMMC,유럽,영국,수출,B,,미확정,PDH,C21AA46124251013009,TMAH351BVPJ212516,23121,2312107010,카파엔진,크랑크샤프트,스프로케트－크랭크샤프트,직거래,,E,엔진,소음,Q72,엔진 소음/이음_공회전시,ZZ3,"단품 자체 불량(내부,기능,프로그램)",해당,Partial,,,,2023/06/23,2023/06,2023,2023/08/23,2023/08,2023,2023/06/27,2023/06,2025/10/07,2025/10,2025/10/13,2025/10,2025/10/15,2025/10,2025,55204,61,776,26,23124R00,C21AA,,46124,북미,,,,-,-,"[C]attend to terrible noise from engine bay .
[R]replaced crankshaft pulley & belt. road tested. all ok.
[T]checked over. removed drive belt & noise went. located fault to excessive play in crank pulley . new pulley & belt required.
[D]Logic Warning - Causal Part is not valid in WPC
Please advise in your write up what the cause of the failure is please 
Thanks SB 13/10 10.39","[엔진 베이에서 끔찍한 소음에주의하십시오.
[R] 크랭크 샤프트 풀리 및 벨트 교체. 도로 테스트. 모두 정상.
[드라이브 벨트 제거 및 소음 발생. 크랭크 풀리에서 과도한 유격에 대한 결함 발견. 새 풀리 및 벨트 필요.
[D] 논리 경고 - 원인 부품이 WPC에서 유효하지 않습니다.
실패의 원인이 무엇인지 글에 알려주십시오.
Thanks SB 13/10 10.39",,374.5,134.3,508.81,0,DOHC - LPI,DCT - 7 SPEED 2WD,G3LFPD091453,G3LⅢ1.0T-GDi,20230509,M01VPD417908,,서산1엔진,비대상,비대상,대상,비해당,,확정,1-GWMSH-@-@-@-@-0-@-C21AA-46124-2510130091-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,스위스,수출,B,,미확정,JA,C19VA09980251000000,KNAB2518APT015796,39350,3935007000,카파엔진,CMPS,센서－캠 샤프트 포지션,직거래,,E,엔진,경고등점등,W11,경고등 점등_경고등 점등,ZZ3,"단품 자체 불량(내부,기능,프로그램)",해당,Partial,P034300,,,2022/08/31,2022/08,2022,2022/12/13,2022/12,2022,2022/09/20,2022/09,2025/09/19,2025/09,2025/10/13,2025/10,2025/10/15,2025/10,2025,11934,104,1011,34,39350R1K,C19VA,,09980,유럽,,,,-,-,"[C]Die Motorlampe leuchtet
[R]Nockenwellensensor ersetzen
Fehlerl?schen
Probefahrt => i.O
[T]Start E Bericht erstellen
Fehlerabfrage Fehler P034300 gespeichert
Technische Info f?r diesen Fehler gesucht
Technische Info P034300 Stromkreisunterbrechung Nockenwellensensor abarbeiten
Sicherung und Relais pr?fen
Batterieklemme und Ladung pr?fen
Stecker pr?fen
NW Sensor Pin 3 zu Masse
NW Sensor Pi","[C] 엔진 램프 점등
[R]캠축 센서 교체
오류 지우기
테스트 드라이브 => 확인
[T]시작 E 보고서 작성
오류 쿼리 오류 P034300 저장됨
이 오류에 대한 기술 정보 찾기
프로세스 기술 정보 P034300 회로 중단 캠축 센서
퓨즈 및 릴레이 점검
배터리 단자 및 충전 확인
커넥터 점검
NW 센서 핀 3 - 접지
NW 센서 Pi",R,18.26,72.55,90.81,0,SOHC - TCI,MANUAL T/M - 5 SPEED 2WD,G3LDND152410,G3LⅢ1.0MPI,20220830,8TE7MD833127,S045,서산1엔진,비대상,비대상,대상,비해당,,확정,1-GWMSK-@-@-@-@-0-@-C19VA-09980-2510000002-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,KaSK,유럽,스페인,수출,B,,미확정,CD,C17VC00268KM2500000,U5YH2512APL170628,25100,2510007501,카파엔진,,펌프 어셈블리－쿨런트,직거래,,E,엔진,소음,Q72,엔진 소음/이음_공회전시,ZZ3,"단품 자체 불량(내부,기능,프로그램)",,,,,,2022/09/07,2022/09,2022,2022/10/21,2022/10,2022,2022/09/09,2022/09,2025/10/03,2025/10,2025/10/13,2025/10,2025/10/15,2025/10,2025,41575,44,1078,36,25100R1K,C17VC,,00268,유럽,,,,-,-,"[C]CLIENTE SE QUEJA RUIDO ANORMAL AL ESTARE EL VEHICULO EN MARCHA
[R]SUSTITUIR BOMBA AGUA
[T]SE OBSERVA POR TECNICO LA BOMBA DE AGUA EN MAL ESTADO Y CON RUIDO ANORMAL","[c] 고객이 차량 주행 시 비정상적인 소음에 대해 불평합니다.
[r] 워터 펌프 교체
[기술자가 워터 펌프의 상태가 나쁘고 비정상적인 소음이 있는 것을 확인함.",,56.55,88.44,145,0,SOHC - FBM,MANUAL T/M - 6 SPEED 2WD,G3LEND112512,G3LⅢ1.0T-GDi,20220624,FNJ6F821964,,서산1엔진,비대상,비대상,대상,비해당,,확정,1-GWMSK-@-@-@-@-0-@-C17VC-00268-KM25000468-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,포르투갈,수출,B,,미확정,YB,C16VCPG096KM2500000,KNADA818AM6535878,25600,2560008000,카파엔진,기타,터멀 매니지먼트 모듈,직개발,,E,엔진,누유/누기/누수,L31,냉각수 문제_누수,ZZ4,단품 재질 불량,비해당,비해당,,,,2021/02/01,2021/02,2021,2021/06/25,2021/06,2021,2021/02/19,2021/02,2025/09/29,2025/09,2025/10/13,2025/10,2025/10/15,2025/10,2025,45811,144,1557,52,25600R6K,C16VC,,PG096,유럽,,,,-,-,"[C]DETECTADO EM OFICINA FUGA DE ?GUA CORPO TERMOSTATO.
[R]SUBSTITUI??O MODULO DE GESTAO TERMICA
[T]CONFIMA-SE QUEIXA , DETETADO EM OFICINA FUGA DE AGUA PELO MODULO DE GESTAO TERMICA.","[c] 서모스탯 하우징에서 작업장 누수 감지.
[r] 열 관리 모듈 교체
[t] 불만 확인, 열 관리 모듈에 의해 작업장에서 누수 감지됨.",R,269.5,40.5,310,0,SOHC - TCI,MANUAL T/M - 5 SPEED 2WD,G4LFMD018162,G4LⅢ1.2MPI,20210128,LD210105890,S196,서산1엔진,비대상,비대상,비대상,비해당,,미확인,1-GWMSK-@-@-@-@-0-@-C16VC-PG096-KM25001045-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,스페인,수출,B,,미확정,JA,C16VCPG092KM2500000,KNAB2518AMT774769,39350,3935007000,카파엔진,CMPS,센서－캠 샤프트 포지션,직거래,,E,엔진,경고등점등,W17,경고등 점등_경고등 점등-엔진,ZZ3,"단품 자체 불량(내부,기능,프로그램)",해당,Partial,P034300,U060F00,,2020/12/24,2020/12,2020,2021/04/26,2021/04,2021,2020/12/31,2020/12,2025/09/29,2025/09,2025/10/13,2025/10,2025/10/15,2025/10,2025,117647,123,1617,54,39350R1K,C16VC,,PG092,유럽,,,,-,-,"[C]Cliente reclama que: luz do motor acesa.
[R]Foi substitudo o sensor.
[T]Verificou-se que tem a luz do motor acesa e a avaria  proveniente do sensor da ?rvore de cames da admiss?o.","[C]고객 불만: 엔진 표시등이 켜짐.
[R]센서가 교체되었습니다.
[T]엔진 표시등이 켜졌으며 흡기 캠축 센서에 결함이 있습니다.",R,17.54,19.96,37.5,0,SOHC - TCI,MANUAL T/M - 5 SPEED 2WD,G3LDLD220776,G3LⅢ1.0MPI,20201223,6TE6KDC25870,S045,서산1엔진,비대상,비대상,비대상,비해당,,미확인,1-GWMSK-@-@-@-@-0-@-C16VC-PG092-KM25000368-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,KaSK,유럽,네덜란드,수출,B,,미확정,CD,C14VC50913KM2500000,U5YH5812AML099623,27301,2730108200,카파엔진,이그니션코일,코일 어셈블리－이그니션,직거래,,E,엔진,경고등점등,V71,엔진 진동/떨림_가속시,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,P030100,P030000,,2021/06/04,2021/06,2021,2021/07/30,2021/07,2021,2021/06/04,2021/06,2025/10/01,2025/10,2025/10/13,2025/10,2025/10/15,2025/10,2025,131116,56,1524,51,27310R1K,C14VC,,50913,유럽,,,,-,-,"[C]Motorstoringslampje blijft branden .
[R]Bobine de/montage cil 1storing gewist 
proefrit gemaakt duidelijk merkbaar dat verholpen is 
klacht opgelost
[T]Motorstoringslampje brand auto schokt soms 
Auto uitgelezen zit storing p cilinder 1","[C]엔진 오작동 표시등이 계속 켜져 있음 .
[R]점화 디/장착 실린더 1차 결함 지워짐
시운전을 통해 해결되었음을 명확하게 알 수 있음
불만 해결
[T]차량의 엔진 오작동 표시등이 가끔 흔들림
자동차 판독값은 P 실린더 1 결함입니다.",,47.72,31.86,79.57,0,SOHC - FBM,MANUAL T/M - 6 SPEED 2WD,G3LEMD039311,G3LⅢ1.0T-GDi,20210304,FMJ6F550059,SEF9,서산1엔진,비대상,비대상,비대상,비해당,,미확인,1-GWMSK-@-@-@-@-0-@-C14VC-50913-KM25000377-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,네덜란드,수출,B,,미확정,JA,C14VC50594KM2500000,KNAB2511AJT206481,39300,3930004100,카파엔진,MAPS,센서 어셈블리－MAP,직거래,,E,엔진,경고등점등,W11,경고등 점등_경고등 점등,ZZ1,구조적 문제(설계),비해당,비해당,P011300,,,2017/12/15,2017/12,2017,2018/10/02,2018/10,2018,2017/12/15,2017/12,2025/09/29,2025/09,2025/10/13,2025/10,2025/10/15,2025/10,2025,37387,291,2554,86,39302R1K,C14VC,,50594,유럽,,,,-,-,"[C]Klacht klant: Motor storingslampje brandt
[R]MAP Sensor vervangen
[T]Storing o MAF sensor, geen externe schade te zien. Sensor defect
[D]Goedemiddag,
DTC ontbreekt in de claimkop","[C] 고객 불만: 엔진 오작동 표시등 켜짐
[R]MAP 센서 교체
[T]MAF 센서 고장, 외부 손상 없음. 센서 결함
[D]안녕하세요,
클레임 헤더에서 DTC 누락",R,34.2,81.41,115.61,0,SOHC - FBC,MANUAL T/M - 5 SPEED 2WD,G3LAHD137784,κ 1.0,20171211,MH228940274,S045,서산1엔진,비대상,비대상,비대상,비해당,,미확인,1-GWMSK-@-@-@-@-0-@-C14VC-50594-KM25002696-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,네덜란드,수출,B,,미확정,JA,C14VC50443KM2500000,KNAB2511ALT597456,27301,2730104110,카파엔진,이그니션코일,코일 어셈블리－이그니션,직거래,,E,엔진,출력부족,DD1,엔진 출력부족_가속시,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,,,,2019/10/14,2019/10,2019,2020/02/13,2020/02,2020,2019/11/05,2019/11,2025/10/13,2025/10,2025/10/13,2025/10,2025/10/15,2025/10,2025,56040,122,2069,69,27310R1K,C14VC,,50443,유럽,,,,-,-,"[C]De motor stottert tijdens het rijden.
[R]Bobine cilinder 1 vernieuwd. Proefrit gereden ter controle.
[T]Auto uitgelezen, geen storing aanwezig. Bobines gecontroleerd. Bobine cilinder 1 verroest.","[C]주행 중 엔진이 멈춤.
[R]점화 코일 실린더 1 교체. 확인을 위해 테스트 주행.
[T] 차량 판독 결과, 결함 없음. 점화 코일이 점검되었습니다. 점화 코일 실린더 1이 녹슬었습니다.",R,31.14,30.53,61.67,0,SOHC - FBC,MANUAL T/M - 5 SPEED 2WD,G3LAKD159940,κ 1.0,20191008,GC15J1035138,S298,서산1엔진,비대상,비대상,비대상,비해당,,미확인,1-GWMSK-@-@-@-@-0-@-C14VC-50443-KM25001147-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,네덜란드,수출,B,,미확정,JA,C14VC50254KM2500000,KNAB3518APT163081,39350,3935007000,카파엔진,CMPS,센서－캠 샤프트 포지션,직거래,,E,엔진,경고등점등,W17,경고등 점등_경고등 점등-엔진,ZZ3,"단품 자체 불량(내부,기능,프로그램)",해당,Partial,P034100,,,2023/07/11,2023/07,2023,2023/10/17,2023/10,2023,2023/07/25,2023/07,2025/10/10,2025/10,2025/10/13,2025/10,2025/10/15,2025/10,2025,41081,98,724,25,39350R1K,C14VC,,50254,유럽,,,,-,-,"[C]Er brandt een oranje motorlampje
[R]Vervangen nokkenas sensor inlaarzijde
[T]Er brand een motorlampje.
Storing history p034100
Nokkenaspositiesensor inlaatkant defect

Bedrading doorgemeten is oke
Vervangen nokkenas sensor inlaatzijde","[C] 주황색 엔진 표시등 켜짐
[R]캠축 센서가 안쪽에서 교체됨
[T]엔진 램프가 켜짐
결함 이력 P034100
캠축 위치 센서 입구 쪽 결함

배선 정상
캠축 센서 흡입구 쪽을 교체하십시오.",R,17.1,73.28,90.38,0,SOHC - TCI,MANUAL T/M - 5 SPEED 2WD,G3LDPD139643,G3LⅢ1.0MPI,20230711,8TE8ND745119,S045,서산1엔진,비대상,비대상,대상,비해당,,확정,1-GWMSK-@-@-@-@-0-@-C14VC-50254-KM25001329-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,이탈리아,수출,B,,미확정,YB,C11VC09248KM2500000,KNAD6818AP6783085,25100,2510008001,카파엔진,워터펌프,펌프 어셈블리－쿨런트,직개발,,E,엔진,누유/누기/누수,L31,냉각수 문제_누수,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,,,,2022/12/09,2022/12,2022,2023/03/06,2023/03,2023,2022/12/12,2022/12,2025/10/07,2025/10,2025/10/13,2025/10,2025/10/15,2025/10,2025,59360,87,946,32,25100R3D,C11VC,,09248,유럽,,,,-,-,"[C]PERDITA DI LICQUIDO DA SOTTO IL MOTORE
[R]SOSTITUZIONE
[T]ESEGUITO CONTROLLO E RISCONTRATA BOCCOLA DELLA POMPA DELL'ACQUA DEFORMATA CAUSANDO LA PERDITA DEL LIQUIDO DI RAFFREDDAMENTO.
NECESSARIA LA SOSTITUZIONE DELLA POMPA DEL LIQUIDO DI RAFFREDDAMENTO.","[C] 엔진 아래에서 유체 누출
[R] 교체
[점검 결과 워터 펌프 부싱이 변형되어 냉각수 손실이 발생함.
냉각수 펌프 교체가 필요합니다.",R,0,0,0,0,SOHC - TCI,MANUAL T/M - 5 SPEED 2WD,G4LFND218282,G4LⅢ1.2MPI,20221207,MD221205555,RI14,서산1엔진,비대상,비대상,대상,비해당,,확정,1-GWMSK-@-@-@-@-0-@-C11VC-09248-KM25000660-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,이탈리아,수출,B,,미확정,YB,C11VC09245KM2500000,KNAD6818AP6783115,35310,3531008000,카파엔진,인젝터,인젝터 어셈블리－연료,직거래,,E,엔진,경고등점등,W17,경고등 점등_경고등 점등-엔진,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,P030000,P030200,,2022/12/09,2022/12,2022,2023/02/24,2023/02,2023,2022/12/12,2022/12,2025/10/09,2025/10,2025/10/13,2025/10,2025/10/15,2025/10,2025,34131,77,958,32,35310R1K,C11VC,,09245,유럽,,,,-,-,"[C]CLIENTE SEGNALA SCARSO RENDIMENTO MOOTRE A BENZINA
[R]SOSTITUZIONE INIETTORE CARBURANTE BENZINA CILINDRO N. 2
[T]INIETTORE CARBURANTE BENZINA CILINDRO N. 2 INOPERATIVO
[D]13/10 LD Buongiorno,allegare foto numero di lotto","[C] 고객이 벤젠에 대한 성능 저하를 알립니다.
[R] 2번 실린더 벤젠 연소기 교체 교체
[t] 원통형 2번 벤젠 실린더 인젝터 비작동
[D]13/10 LD 오전, 로또 번호 사진 업로드",R,65.28,42.42,107.71,0,SOHC - TCI,MANUAL T/M - 5 SPEED 2WD,G4LFND218314,G4LⅢ1.2MPI,20221207,MD221205607,,서산1엔진,비대상,비대상,대상,비해당,,확정,1-GWMSK-@-@-@-@-0-@-C11VC-09245-KM25001041-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,KaSK,유럽,이탈리아,수출,B,,미확정,CD,C11VC09132KM2500000,U5YH5812AML090122,35342,353422M400,카파엔진,,하이 프레셔 센서,직거래,,E,엔진,경고등점등,W11,경고등 점등_경고등 점등,ZZ3,"단품 자체 불량(내부,기능,프로그램)",,,P254100,,,2021/03/04,2021/03,2021,2022/01/12,2022/01,2022,2021/03/22,2021/03,2025/06/30,2025/06,2025/10/13,2025/10,2025/10/15,2025/10,2025,89726,314,1265,43,31402R1D,C11VC,,09132,유럽,,,,-,-,"[C]LA VETTURA STRAPPA SOPRA I 2500 GIRI, IN TERZA E IN QUARTA MARCIA
[R]SOSTITUITO SENSORE PRESSIONE BENZINA
[T]ESEGUITO DIAGNOSI, RILEVATO DTC P254100, SENSORE PRESSIONE BENZINA DA SOSTITUIRE","[c] 3, 4단 기어에서 차량이 2500rpm 이상에서 찢어짐
[r] 가솔린 압력 센서 교체
[t] 진단 수행, DTC P254100 감지, 교체할 가솔린 압력 센서 감지",,85.44,25.67,111.11,0,SOHC - FBM,MANUAL T/M - 6 SPEED 2WD,G3LEMD006073,G3LⅢ1.0T-GDi,20210112,FMJ6F503375,,서산1엔진,비대상,비대상,비대상,비해당,,미확인,1-GWMSK-@-@-@-@-0-@-C11VC-09132-KM25001119-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,이탈리아,수출,B,,미확정,YB,C11VC08902KM2500000,KNADB518AN6639701,35310,3531008000,카파엔진,인젝터,인젝터 어셈블리－연료,직거래,,E,엔진,경고등점등,W11,경고등 점등_경고등 점등,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,P030300,,,2021/12/01,2021/12,2021,2022/02/23,2022/02,2022,2021/12/09,2021/12,2025/10/02,2025/10,2025/10/13,2025/10,2025/10/15,2025/10,2025,60424,84,1317,44,35310R1K,C11VC,,08902,유럽,,,,-,-,"[C]SPIA MOTORE ACCESA, VETTURA OCCASIONALMENTE STRAPPA
[R]SI SOSTITUISCONO GLI INIETTORI BENZINA
[T]IN DIAGNOSI SI RISCONTRA P030300, INIETTORI BENZINA SONO IN CORTOCIRCUITO","[c] 엔진 경고등 켜짐, 가끔 차가 삐걱거림
[r] 가솔린 인젝터가 교체됨
[t] 진단 결과 P030300, 가솔린 인젝터가 단락됨",R,130.57,32.46,163.03,0,SOHC - TCI,MANUAL T/M - 5 SPEED 2WD,G4LFMD209254,G4LⅢ1.2MPI,20211129,LD211101149,,서산1엔진,비대상,비대상,비대상,비해당,,미확인,1-GWMSK-@-@-@-@-0-@-C11VC-08902-KM25000840-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,이탈리아,수출,B,,미확정,YB,C11VC08433KM2500000,KNAD6817AM6470274,27301,2730108200,카파엔진,이그니션코일,코일 어셈블리－이그니션,직거래,,E,엔진,경고등점등,W11,경고등 점등_경고등 점등,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,P030000,P030300,,2020/07/17,2020/07,2020,2020/10/15,2020/10,2020,2020/07/24,2020/07,2025/10/08,2025/10,2025/10/13,2025/10,2025/10/15,2025/10,2025,36770,90,1819,61,27310R1K,C11VC,,08433,유럽,,,,-,-,"[C]CLIENTE LAMENTA: SI ACCENDE SPIA MOTORE E AUTO GIRA MALE
[R]SOSTITUITA LA BOBINA DEL TERZO CILINDRO, IL PROBLEMA E' RISOLTO
[T]RILEVATO IN DIAGNOSI ERRORE P03000 E P030300 RELATIVI ALLA BOBINA DEL TERZO CILINDRO. SPOSTANDOLA STESSA DI POSIZIONE, L'ERRORE SI SPOSTA DI CONSEGUENZA. CONTROLLATI ALTRES? CABLAGGI E CONNESSIONI, LA DIFETTOSITA' E' RICONDUCIBILE ALLA BOBINA","[고객 불만: 엔진 표시등이 켜지고 차량이 심하게 작동합니다.
[r]세 번째 실린더 코일 교체, 문제 해결됨
[t]세 번째 실린더 코일과 관련된 오류 P03000 및 P030300 진단. 위치에서 벗어나면 그에 따라 오류가 이동합니다. 다른 배선 및 연결이 확인되면 결함이 코일로 참조됩니다.",R,48.47,28.73,77.21,0,SOHC - TC,MANUAL T/M - 6 SPEED 2WD,G3LFLD107934,G3LⅢ1.0T-GDi,20200715,U33VLH000381,RONZ,서산1엔진,비대상,비대상,비대상,비해당,,미확인,1-GWMSK-@-@-@-@-0-@-C11VC-08433-KM25001101-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,이탈리아,수출,B,,미확정,YB,C11VC08370KM2500000,KNADA818AN6718729,25100,2510008001,카파엔진,워터펌프,펌프 어셈블리－쿨런트,직거래,,E,엔진,소음,Q57,소음/이음_작동시,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,,,,2022/06/23,2022/06,2022,2023/03/30,2023/03,2023,2022/06/25,2022/06,2025/10/01,2025/10,2025/10/13,2025/10,2025/10/15,2025/10,2025,41811,280,916,31,25100R6K,C11VC,,08370,유럽,,,,-,-,"[C]Forte rumore con veicolo in moto.
[R]Sostituzione pompa acqua rumorosa.
[T]Eseguito controllo veicolo. 
Riscontrata rumorosit? da zona anteriore motore. Pompa acqua cigola sulle puleggie. 
Eseguito distacco e riattacco pompa. 
Pompa acqua da sostituire.","[C]차량이 움직일 때 시끄러운 소음.
[R]시끄러운 워터 펌프 교체.
[T]차량 점검 실시.
전면 엔진 영역에서 소음이 감지됨. 워터 펌프가 풀리에서 삐걱거림.
펌프 분리 및 재부착을 수행했습니다.
워터 펌프 교체 예정.",R,153.1,77.68,230.78,0,SOHC - TCI,MANUAL T/M - 5 SPEED 2WD,G4LFND109751,G4LⅢ1.2MPI,20220621,MD220605900,RI14,서산1엔진,비대상,비대상,비대상,비해당,,미확인,1-GWMSK-@-@-@-@-0-@-C11VC-08370-KM25000839-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,이탈리아,수출,B,,미확정,YB,C11VC07199KM2500000,KNAD6818ART917666,27301,2730108000,카파엔진,이그니션코일,코일 어셈블리－이그니션,직거래,,E,엔진,경고등점등,W17,경고등 점등_경고등 점등-엔진,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,P030000,P030200,,2023/09/11,2023/09,2023,2023/12/19,2023/12,2023,2023/09/16,2023/09,2025/10/02,2025/10,2025/10/13,2025/10,2025/10/15,2025/10,2025,35515,99,653,22,27310R1K,C11VC,,07199,유럽,,,,-,-,"[C]A GPL NON VA SU DI GIRI E SPIA MOTORE ACCESA
[R]ESEGUITA SOSTITUZIONE BOBINA 2° CILINDRO E CANDELA
[T]RILEVATO GUASTO BOBINA 2° CILINDRO E CANDELA 2° CILINDRO","[c] LPG가 시동이 걸리지 않고 엔진 표시등이 켜지지 않습니다.
[r] 2번째 실린더 코일 및 점화 플러그 교체 수행
[t] 2번째 실린더 코일 및 점화 플러그 결함 감지됨",R,70.01,21.68,91.68,0,SOHC - TCI,MANUAL T/M - 5 SPEED 2WD,G4LFPD177782,G4LⅢ1.2MPI,20230907,ND230806574,RONZ,서산1엔진,비대상,비대상,대상,비해당,,확정,1-GWMSK-@-@-@-@-0-@-C11VC-07199-KM25001335-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,이탈리아,수출,B,,미확정,YB,C11VC07199KM2500000,KNADA818AP6813226,35310,3531008000,카파엔진,인젝터,인젝터 어셈블리－연료,직거래,,E,엔진,진동/떨림,V82,진동/떨림_공회전시,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,P03000,P030100,,2023/02/20,2023/02,2023,2023/04/27,2023/04,2023,2023/02/25,2023/02,2025/09/18,2025/09,2025/10/13,2025/10,2025/10/15,2025/10,2025,56789,66,875,30,35310R1K,C11VC,,07199,유럽,,,,-,-,"[C]LA MACCHINA STRAPPA NELLE MARCE PIU' ALTE
[R]ESEGUITA SOSTITUZIONE INIETTORI 1° CILINDRO
[T]RILEVATO GUASTO INIETTORI 1° CILINDRO (CREA DTC)
[D]13/10 LD Buongiorno,allegare foto numero di lotto e foto casual parts complessivo.Grazie","[c] 고단 기어에서 차가 흔들림
[r] 1기통 인젝터 교체 수행됨
[t] 1기통 인젝터 결함 감지 (DTC 생성)
[D] 13/10 LD 좋은 아침, 사진 로트 번호와 사진 캐주얼 부품을 전체적으로 첨부하십시오.",R,130.57,30.35,160.91,0,SOHC - TCI,MANUAL T/M - 5 SPEED 2WD,G4LFPD032161,G4LⅢ1.2MPI,20230217,ND230205881,,서산1엔진,비대상,비대상,대상,비해당,,확정,1-GWMSK-@-@-@-@-0-@-C11VC-07199-KM25001331-0-1,,,,,,,,,,,,,,N,,
W:일반 클레임,서산1엔진,Kia,유럽,이탈리아,수출,B,,미확정,YB,C11VC02955KM2500000,KNAD6818AN6724234,35310,3531008000,카파엔진,인젝터,인젝터 어셈블리－연료,직거래,,E,엔진,경고등점등,W17,경고등 점등_경고등 점등-엔진,ZZ3,"단품 자체 불량(내부,기능,프로그램)",비해당,비해당,P030000,P030100,P030400,2022/07/07,2022/07,2022,2022/10/21,2022/10,2022,2022/07/12,2022/07,2024/12/20,2024/12,2025/10/13,2025/10,2025/10/15,2025/10,2025,36925,106,791,27,35310R1K,C11VC,,02955,유럽,,,,-,-,"[C]IL CLINETE LAMENTA SPIA MOTORE ACCESA
[R]SOSTITUIAMO COPPIA INIETTORI BENZINA CILINDRO UNO E QUATTRO
[T]RISOCNTRIAMO SPIA MOTORE ACCESA CON MANCATE ACCENSIONI SU CILINDRI, CAMBIAMO INIETTORI GPL E BOBINE, SOSTITUIAMO CANDELE MACONTINUA A DARE MANCATE ACCENSIONI SU CILINDRO UNO E QUATTRO
[D]13/10 LD Buongiorno,allegare foto numero di lotto e casual parts,Grazie","[C] 클리닉이 액세스 모터가 좁아집니다.
[r]우리는 실린더 1 및 4 기통 벤젠 인렛터를 교체합니다.
[T] 우리는 실린더에 고정 된 가속 모터를 교체하고, GPL 및 보빈 모터를 교체하고, 1 및 4 기통에 고정 된 가속을하기 위해 매 콘티 누아 캔들을 교체 할 것입니다.
[D] 13/10 LD Buongiorno, 로또 번호 및 캐주얼 부품 사진 업로드, 감사합니다.",R,254.18,32.91,287.09,0,SOHC - TCI,MANUAL T/M - 5 SPEED 2WD,G4LFND119070,G4LⅢ1.2MPI,20220705,MD220606758,,서산1엔진,비대상,비대상,대상,비해당,,확정,1-GWMSK-@-@-@-@-0-@-C11VC-02955-KM25000975-0-1,,,,,,,,,,,,,,N,,
